Temperature,Heat_Capacity,Magnetisation,Susceptibility
0.5,2.123521474917096e-05,0.999999834074074,6.636004607808538e-07
0.5268456375838926,6.831071735502398e-05,0.9999994074074072,2.249325214979384e-06
0.5536912751677853,8.163207299857566e-05,0.9999992177777779,2.8249354121655903e-06
0.5805369127516778,0.0002857684258045507,0.9999970370370369,1.0368694979794079e-05
0.6073825503355704,0.00037409897546064277,0.9999956859259261,1.4201324362440561e-05
0.6342281879194631,0.0003468947039079226,0.9999956385185186,1.3750649966626777e-05
0.6610738255033557,0.0008037289889939209,0.9999890251851853,3.33332377007387e-05
0.6879194630872483,0.0012352690608564794,0.9999817718518519,5.3110351819893624e-05
0.714765100671141,0.0015502543681975294,0.9999753718518519,7.099414281718059e-05
0.7416107382550335,0.002351171082481953,0.9999596800000002,0.00011121437890767749
0.7684563758389262,0.00292943664533338,0.999946477037037,0.00014609179555590647
0.7953020134228188,0.004327935051195069,0.9999146666666668,0.00022065092804995272
0.8221476510067114,0.006299240052800112,0.9998681837037039,0.00033551764681655644
0.848993288590604,0.007696708400189247,0.9998277925925922,0.0004192074713989666
0.8758389261744967,0.008950363529302861,0.9997873540740744,0.000511693501871687
0.9026845637583892,0.011907194916806215,0.9996996740740741,0.0007046448496462181
0.9295302013422819,0.014897831698120853,0.9996014933333331,0.0009206397781568637
0.9563758389261745,0.01771881418840472,0.9994975288888888,0.0011160364060316954
0.9832214765100671,0.020384932876586694,0.9993892503703709,0.001330125950894261
1.0100671140939599,0.025147911461900017,0.9992123496296291,0.0017424073116672322
1.0369127516778525,0.029543930908167416,0.9990184533333337,0.0020905030501520232
1.063758389261745,0.03457437157524086,0.9987963496296302,0.0025451273835814386
1.0906040268456376,0.038079849633266855,0.9986066014814814,0.002866452686265287
1.1174496644295302,0.0454061507577023,0.9982561896296297,0.0035714729488963526
1.1442953020134228,0.0515625871410096,0.9979201185185184,0.004203943437618099
1.1711409395973154,0.059620984147694095,0.9974919585185185,0.0052012346755479725
1.197986577181208,0.06789212543547762,0.9970182874074073,0.005969263454918284
1.2248322147651005,0.0755671801568887,0.9965269096296293,0.0068922762022141345
1.2516778523489933,0.0841126412166314,0.9959697777777777,0.007998447781074334
1.278523489932886,0.0938856081895738,0.995303608888889,0.009115256663501008
1.3053691275167785,0.10410541343361603,0.9945881837037033,0.011073060601557001
1.3322147651006713,0.11412773709551537,0.9938160355555558,0.012121043379368299
1.3590604026845639,0.12414897374634064,0.9929881125925927,0.013637718667826242
1.3859060402684564,0.13902087570458763,0.9918790874074072,0.0164809336394408
1.412751677852349,0.1509818222954851,0.9908445866666669,0.018427146665682997
1.4395973154362416,0.16582372784983976,0.9895795911111109,0.021236217304581098
1.4664429530201342,0.17947459069246605,0.9882548859259259,0.024332946967172094
1.4932885906040267,0.19549425775806875,0.9867489185185188,0.02730392581244305
1.5201342281879195,0.21046353831409031,0.9852122785185184,0.03104473768669922
1.5469798657718121,0.23214271613161908,0.9831486103703706,0.036560045380970844
1.5738255033557047,0.2504649938711366,0.9812897659259259,0.041813975121143834
1.6006711409395973,0.2689245256610274,0.9791611733333332,0.046828479784755114
1.6275167785234899,0.28855378231559087,0.9767726696296294,0.05235244183632895
1.6543624161073824,0.3099636934300251,0.9742074785185184,0.06004998148370414
1.6812080536912752,0.3311284063595325,0.9715145955555552,0.06762277847041849
1.7080536912751678,0.35178656029209887,0.9687519762962965,0.07522544238548164
1.7348993288590604,0.38593130184178376,0.9647078874074075,0.0884293550421928
1.761744966442953,0.4072266805160692,0.9613390222222222,0.0989639102788921
1.7885906040268456,0.4303834165518573,0.9577227140740742,0.10787933956331805
1.8154362416107381,0.4606051566024996,0.9532502044444445,0.12419834137863468
1.842281879194631,0.48768081280660813,0.9487514074074075,0.1377310663750044
1.8691275167785235,0.513882695651003,0.9442828562962959,0.15119783834876663
1.895973154362416,0.5505475116756431,0.9381198933333333,0.174624316854311
1.9228187919463087,0.5719521469890606,0.9333255585185185,0.18765207309910936
1.9496644295302012,0.6135680783434655,0.9261057422222219,0.215714507885426
1.9765100671140938,0.6338050832405764,0.9206840888888892,0.22764682486992147
2.0033557046979866,0.6713240120296896,0.9125305362962962,0.2581124871751627
2.030201342281879,0.689699942739043,0.9067387259259256,0.2736083899359371
2.057046979865772,0.7309349810678496,0.8976800948148146,0.3058660658198784
2.0838926174496644,0.7559702161393917,0.8895264474074073,0.3301940527961843
2.110738255033557,0.7806904359485946,0.8809683911111111,0.35568823487640816
2.1375838926174495,0.8051612320073317,0.8721247762962961,0.38099322668888974
2.1644295302013425,0.8302212639331211,0.8624218785185184,0.40768670767527626
2.1912751677852347,0.8583169793146872,0.8515370903703702,0.44325183564458104
2.2181208053691277,0.8790342048134848,0.8406906785185183,0.47298997158171846
2.24496644295302,0.88931749465119,0.8316557748148148,0.4911260657330144
2.271812080536913,0.9053407765995248,0.8205524622222223,0.5202486841917084
2.2986577181208054,0.9191104819057389,0.808807419259259,0.5468290852267674
2.325503355704698,0.9353884059476681,0.7947436088888891,0.580805713320178
2.3523489932885906,0.9340829110685098,0.784499982222222,0.5981359567154517
